Date,Open,High,Low,Close,Adj Close,Volume
2020-04-03,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-04-06,0.085000,0.085000,0.050000,0.050000,0.050000,6000
2020-04-07,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-04-08,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-04-09,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-04-13,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-04-14,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-04-15,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-04-16,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-04-17,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-04-20,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-04-21,0.050000,0.050000,0.050000,0.050000,0.050000,3500
2020-04-22,0.090000,0.090000,0.090000,0.090000,0.090000,8000
2020-04-23,0.090000,0.090000,0.090000,0.090000,0.090000,0
2020-04-24,0.070000,0.070000,0.065000,0.070000,0.070000,6000
2020-04-27,0.050000,0.050000,0.050000,0.050000,0.050000,1055
2020-04-28,0.070000,0.070000,0.060000,0.060000,0.060000,117500
2020-04-29,0.040000,0.040000,0.040000,0.040000,0.040000,2000
2020-04-30,0.070000,0.070000,0.070000,0.070000,0.070000,60000
2020-05-01,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-05-04,0.070000,0.070000,0.070000,0.070000,0.070000,1000
2020-05-05,0.070000,0.070000,0.070000,0.070000,0.070000,8089
2020-05-06,0.070000,0.070000,0.070000,0.070000,0.070000,10600
2020-05-07,0.070000,0.070000,0.035000,0.035000,0.035000,100791
2020-05-08,0.070000,0.070000,0.070000,0.070000,0.070000,4300
2020-05-11,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-05-12,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-05-13,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-05-14,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-05-15,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-05-19,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-05-20,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-05-21,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-05-22,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-05-25,0.070000,0.070000,0.070000,0.070000,0.070000,10500
2020-05-26,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-05-27,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-05-28,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-05-29,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-06-01,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-06-02,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-06-03,0.045000,0.060000,0.045000,0.060000,0.060000,179000
2020-06-04,0.045000,0.045000,0.045000,0.045000,0.045000,4700
2020-06-05,0.060000,0.060000,0.060000,0.060000,0.060000,6000
2020-06-08,0.060000,0.060000,0.060000,0.060000,0.060000,0
2020-06-09,0.060000,0.060000,0.060000,0.060000,0.060000,0
2020-06-10,0.060000,0.060000,0.060000,0.060000,0.060000,0
2020-06-11,0.065000,0.070000,0.065000,0.070000,0.070000,39000
2020-06-12,0.065000,0.065000,0.065000,0.065000,0.065000,27400
2020-06-15,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-06-16,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-06-17,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-06-18,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-06-19,0.070000,0.070000,0.070000,0.070000,0.070000,4000
2020-06-22,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-06-23,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-06-24,0.070000,0.070000,0.070000,0.070000,0.070000,3000
2020-06-25,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-06-26,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-06-29,0.070000,0.070000,0.070000,0.070000,0.070000,6893
2020-06-30,0.055000,0.060000,0.055000,0.060000,0.060000,15650
2020-07-02,0.100000,0.100000,0.070000,0.070000,0.070000,25990
2020-07-03,0.050000,0.050000,0.050000,0.050000,0.050000,20075
2020-07-06,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-07-07,0.070000,0.070000,0.070000,0.070000,0.070000,1242
2020-07-08,0.070000,0.070000,0.070000,0.070000,0.070000,38000
2020-07-09,0.050000,0.070000,0.050000,0.070000,0.070000,25500
2020-07-10,0.055000,0.055000,0.055000,0.055000,0.055000,1500
2020-07-13,0.065000,0.070000,0.060000,0.070000,0.070000,198325
2020-07-14,0.070000,0.070000,0.060000,0.060000,0.060000,70000
2020-07-15,0.060000,0.060000,0.060000,0.060000,0.060000,0
2020-07-16,0.060000,0.060000,0.060000,0.060000,0.060000,0
2020-07-17,0.070000,0.070000,0.065000,0.070000,0.070000,28000
2020-07-20,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-07-21,0.065000,0.070000,0.055000,0.070000,0.070000,40000
2020-07-22,0.065000,0.070000,0.065000,0.070000,0.070000,5000
2020-07-23,0.065000,0.065000,0.065000,0.065000,0.065000,3500
2020-07-24,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-07-27,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-07-28,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-07-29,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-07-30,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-07-31,0.055000,0.060000,0.055000,0.060000,0.060000,36000
2020-08-04,0.055000,0.060000,0.055000,0.055000,0.055000,59850
2020-08-05,0.055000,0.065000,0.055000,0.055000,0.055000,65350
2020-08-06,0.055000,0.055000,0.055000,0.055000,0.055000,0
2020-08-07,0.055000,0.055000,0.055000,0.055000,0.055000,0
2020-08-10,0.055000,0.055000,0.055000,0.055000,0.055000,27000
2020-08-11,0.055000,0.055000,0.055000,0.055000,0.055000,0
2020-08-12,0.055000,0.055000,0.055000,0.055000,0.055000,0
2020-08-13,0.055000,0.055000,0.055000,0.055000,0.055000,0
2020-08-14,0.055000,0.055000,0.055000,0.055000,0.055000,0
2020-08-17,0.065000,0.070000,0.065000,0.070000,0.070000,8000
2020-08-18,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-08-19,0.070000,0.070000,0.070000,0.070000,0.070000,6550
2020-08-20,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-08-21,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-08-24,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-08-25,0.055000,0.055000,0.055000,0.055000,0.055000,55000
2020-08-26,0.065000,0.065000,0.060000,0.060000,0.060000,52000
2020-08-27,0.065000,0.065000,0.050000,0.050000,0.050000,296286
2020-08-28,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-08-31,0.055000,0.055000,0.050000,0.050000,0.050000,28500
2020-09-01,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-09-02,0.055000,0.055000,0.055000,0.055000,0.055000,37000
2020-09-03,0.045000,0.065000,0.045000,0.065000,0.065000,3000
2020-09-04,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-09-08,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-09-09,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-09-10,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-09-11,0.060000,0.060000,0.050000,0.050000,0.050000,24450
2020-09-14,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-09-15,0.050000,0.050000,0.050000,0.050000,0.050000,20000
2020-09-16,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-09-17,0.060000,0.060000,0.050000,0.050000,0.050000,13100
2020-09-18,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-09-21,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-09-22,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-09-23,0.060000,0.060000,0.060000,0.060000,0.060000,1000
2020-09-24,0.060000,0.060000,0.060000,0.060000,0.060000,0
2020-09-25,0.060000,0.060000,0.060000,0.060000,0.060000,0
2020-09-28,0.050000,0.050000,0.050000,0.050000,0.050000,2000
2020-09-29,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-09-30,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-10-01,0.050000,0.050000,0.050000,0.050000,0.050000,3000
2020-10-02,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-10-05,0.060000,0.065000,0.045000,0.045000,0.045000,15000
2020-10-06,0.045000,0.045000,0.045000,0.045000,0.045000,0
2020-10-07,0.045000,0.045000,0.045000,0.045000,0.045000,0
2020-10-08,0.050000,0.050000,0.045000,0.045000,0.045000,13200
2020-10-09,0.050000,0.050000,0.050000,0.050000,0.050000,7000
2020-10-13,0.050000,0.050000,0.050000,0.050000,0.050000,2000
2020-10-14,0.050000,0.050000,0.050000,0.050000,0.050000,1000
2020-10-15,0.050000,0.050000,0.050000,0.050000,0.050000,0
2020-10-16,0.055000,0.055000,0.045000,0.045000,0.045000,25000
2020-10-19,0.060000,0.060000,0.060000,0.060000,0.060000,5000
2020-10-20,0.060000,0.060000,0.060000,0.060000,0.060000,0
2020-10-21,0.065000,0.065000,0.065000,0.065000,0.065000,10000
2020-10-22,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-10-23,0.060000,0.065000,0.060000,0.065000,0.065000,96450
2020-10-26,0.065000,0.065000,0.065000,0.065000,0.065000,110000
2020-10-27,0.065000,0.065000,0.065000,0.065000,0.065000,16000
2020-10-28,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-10-29,0.065000,0.065000,0.065000,0.065000,0.065000,1000
2020-10-30,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-11-02,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-11-03,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-11-04,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-11-05,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-11-06,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-11-09,0.065000,0.065000,0.065000,0.065000,0.065000,55000
2020-11-10,0.060000,0.060000,0.060000,0.060000,0.060000,5500
2020-11-11,0.060000,0.060000,0.060000,0.060000,0.060000,0
2020-11-12,0.060000,0.060000,0.060000,0.060000,0.060000,0
2020-11-13,0.060000,0.060000,0.060000,0.060000,0.060000,0
2020-11-16,0.065000,0.070000,0.065000,0.070000,0.070000,50000
2020-11-17,0.065000,0.070000,0.065000,0.070000,0.070000,8000
2020-11-18,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-11-19,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-11-20,0.070000,0.070000,0.070000,0.070000,0.070000,0
2020-11-23,0.065000,0.065000,0.065000,0.065000,0.065000,27000
2020-11-24,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-11-25,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-11-26,0.050000,0.050000,0.050000,0.050000,0.050000,3500
2020-11-27,0.065000,0.065000,0.065000,0.065000,0.065000,55000
2020-11-30,0.065000,0.065000,0.065000,0.065000,0.065000,0
2020-12-01,0.060000,0.060000,0.060000,0.060000,0.060000,12000
2020-12-02,0.065000,0.065000,0.065000,0.065000,0.065000,10000
2020-12-03,0.065000,0.065000,0.050000,0.050000,0.050000,11500
2020-12-04,0.065000,0.065000,0.050000,0.065000,0.065000,17000
2020-12-07,0.055000,0.055000,0.055000,0.055000,0.055000,45000
2020-12-08,0.055000,0.055000,0.055000,0.055000,0.055000,0
2020-12-09,0.055000,0.055000,0.055000,0.055000,0.055000,0
2020-12-10,0.055000,0.055000,0.055000,0.055000,0.055000,0
2020-12-11,0.055000,0.055000,0.055000,0.055000,0.055000,0
2020-12-14,0.055000,0.055000,0.055000,0.055000,0.055000,0
2020-12-15,0.050000,0.050000,0.050000,0.050000,0.050000,13600
2020-12-16,0.050000,0.050000,0.050000,0.050000,0.050000,19691
2020-12-17,0.060000,0.065000,0.060000,0.065000,0.065000,131000
2020-12-18,0.060000,0.065000,0.060000,0.065000,0.065000,119771
2020-12-21,0.060000,0.065000,0.060000,0.065000,0.065000,26000
2020-12-22,0.060000,0.060000,0.060000,0.060000,0.060000,3800
2020-12-23,0.060000,0.065000,0.060000,0.065000,0.065000,2000
2020-12-24,0.060000,0.060000,0.060000,0.060000,0.060000,9400
2020-12-29,0.055000,0.055000,0.055000,0.055000,0.055000,1500
2020-12-30,0.055000,0.055000,0.055000,0.055000,0.055000,15000
2020-12-31,0.065000,0.065000,0.055000,0.055000,0.055000,23000
2021-01-04,0.050000,0.050000,0.050000,0.050000,0.050000,8000
2021-01-05,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-01-06,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-01-07,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-01-08,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-01-11,0.050000,0.050000,0.050000,0.050000,0.050000,35000
2021-01-12,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-01-13,0.050000,0.050000,0.050000,0.050000,0.050000,17500
2021-01-14,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-01-15,0.050000,0.050000,0.050000,0.050000,0.050000,24000
2021-01-18,0.050000,0.050000,0.050000,0.050000,0.050000,6541
2021-01-19,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-01-20,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-01-21,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-01-22,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-01-25,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-01-26,0.070000,0.070000,0.070000,0.070000,0.070000,10000
2021-01-27,0.070000,0.070000,0.070000,0.070000,0.070000,0
2021-01-28,0.070000,0.070000,0.070000,0.070000,0.070000,0
2021-01-29,0.070000,0.070000,0.070000,0.070000,0.070000,0
2021-02-01,0.070000,0.070000,0.070000,0.070000,0.070000,0
2021-02-02,0.060000,0.060000,0.060000,0.060000,0.060000,99000
2021-02-03,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-02-04,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-02-05,0.050000,0.060000,0.050000,0.060000,0.060000,19600
2021-02-08,0.060000,0.060000,0.060000,0.060000,0.060000,1000
2021-02-09,0.055000,0.055000,0.055000,0.055000,0.055000,11000
2021-02-10,0.050000,0.060000,0.050000,0.060000,0.060000,53000
2021-02-11,0.060000,0.060000,0.055000,0.055000,0.055000,16000
2021-02-12,0.055000,0.055000,0.055000,0.055000,0.055000,0
2021-02-16,0.060000,0.060000,0.060000,0.060000,0.060000,4500
2021-02-17,0.060000,0.060000,0.060000,0.060000,0.060000,32300
2021-02-18,0.060000,0.060000,0.060000,0.060000,0.060000,2300
2021-02-19,0.060000,0.060000,0.060000,0.060000,0.060000,4000
2021-02-22,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-02-23,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-02-24,0.060000,0.060000,0.060000,0.060000,0.060000,155000
2021-02-25,0.060000,0.060000,0.060000,0.060000,0.060000,7079
2021-02-26,0.050000,0.060000,0.050000,0.060000,0.060000,30000
2021-03-01,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-03-02,0.060000,0.060000,0.060000,0.060000,0.060000,10000
2021-03-03,0.060000,0.090000,0.060000,0.070000,0.070000,78500
2021-03-04,0.070000,0.070000,0.070000,0.070000,0.070000,0
2021-03-05,0.070000,0.070000,0.070000,0.070000,0.070000,0
2021-03-08,0.075000,0.075000,0.055000,0.055000,0.055000,20667
2021-03-09,0.055000,0.055000,0.055000,0.055000,0.055000,0
2021-03-10,0.055000,0.055000,0.055000,0.055000,0.055000,0
2021-03-11,0.055000,0.055000,0.055000,0.055000,0.055000,0
2021-03-12,0.055000,0.055000,0.055000,0.055000,0.055000,0
2021-03-15,0.055000,0.055000,0.055000,0.055000,0.055000,2000
2021-03-16,0.055000,0.055000,0.055000,0.055000,0.055000,10000
2021-03-17,0.060000,0.060000,0.060000,0.060000,0.060000,109000
2021-03-18,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-03-19,0.055000,0.055000,0.055000,0.055000,0.055000,7253
2021-03-22,0.060000,0.060000,0.060000,0.060000,0.060000,10000
2021-03-23,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-03-24,0.055000,0.060000,0.055000,0.055000,0.055000,4200
2021-03-25,0.060000,0.060000,0.060000,0.060000,0.060000,4000
2021-03-26,0.055000,0.060000,0.055000,0.060000,0.060000,6000
2021-03-29,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-03-30,0.060000,0.060000,0.060000,0.060000,0.060000,36000
2021-03-31,0.060000,0.060000,0.060000,0.060000,0.060000,5000
2021-04-01,0.055000,0.055000,0.050000,0.050000,0.050000,50240
2021-04-05,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-04-06,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-04-07,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-04-08,0.050000,0.050000,0.050000,0.050000,0.050000,23100
2021-04-09,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-04-12,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-04-13,0.060000,0.060000,0.060000,0.060000,0.060000,1000
2021-04-14,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-04-15,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-04-16,0.055000,0.060000,0.055000,0.060000,0.060000,103300
2021-04-19,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-04-20,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-04-21,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-04-22,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-04-23,0.050000,0.060000,0.050000,0.060000,0.060000,5100
2021-04-26,0.060000,0.060000,0.060000,0.060000,0.060000,7000
2021-04-27,0.060000,0.060000,0.060000,0.060000,0.060000,0
2021-04-28,0.060000,0.060000,0.050000,0.050000,0.050000,13500
2021-04-29,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-04-30,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-05-03,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-05-04,0.060000,0.060000,0.060000,0.060000,0.060000,3000
2021-05-05,0.055000,0.055000,0.050000,0.050000,0.050000,23000
2021-05-06,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-05-07,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-05-10,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-05-11,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-05-12,0.050000,0.050000,0.050000,0.050000,0.050000,0
2021-05-13,0.055000,0.055000,0.055000,0.055000,0.055000,59000
2021-05-14,0.055000,0.055000,0.055000,0.055000,0.055000,0
2021-05-17,0.055000,0.055000,0.055000,0.055000,0.055000,0
2021-05-18,0.070000,0.070000,0.070000,0.070000,0.070000,4200
2021-05-19,0.070000,0.070000,0.070000,0.070000,0.070000,0
2021-05-20,0.070000,0.070000,0.070000,0.070000,0.070000,2714
2021-05-21,0.070000,0.070000,0.070000,0.070000,0.070000,0
2021-05-25,0.055000,0.055000,0.055000,0.055000,0.055000,3100
2021-05-26,0.065000,0.065000,0.065000,0.065000,0.065000,9800
2021-05-27,0.065000,0.065000,0.065000,0.065000,0.065000,2400
2021-05-28,0.065000,0.065000,0.065000,0.065000,0.065000,0
2021-05-31,0.065000,0.065000,0.065000,0.065000,0.065000,0
2021-06-01,0.065000,0.065000,0.065000,0.065000,0.065000,0
2021-06-02,0.070000,0.110000,0.070000,0.080000,0.080000,115148
2021-06-03,0.080000,0.080000,0.080000,0.080000,0.080000,2000
2021-06-04,0.080000,0.100000,0.070000,0.100000,0.100000,44000
2021-06-07,0.090000,0.090000,0.090000,0.090000,0.090000,23852
2021-06-08,0.100000,0.100000,0.080000,0.080000,0.080000,57500
2021-06-09,0.085000,0.085000,0.085000,0.085000,0.085000,8000
2021-06-10,0.085000,0.085000,0.085000,0.085000,0.085000,0
2021-06-11,0.090000,0.090000,0.085000,0.085000,0.085000,86000
2021-06-14,0.085000,0.085000,0.085000,0.085000,0.085000,0
2021-06-15,0.085000,0.100000,0.085000,0.100000,0.100000,17000
2021-06-16,0.100000,0.100000,0.100000,0.100000,0.100000,0
2021-06-17,0.085000,0.085000,0.085000,0.085000,0.085000,1000
2021-06-18,0.100000,0.100000,0.100000,0.100000,0.100000,1000
2021-06-21,0.100000,0.100000,0.100000,0.100000,0.100000,1476
2021-06-22,0.100000,0.100000,0.100000,0.100000,0.100000,0
2021-06-23,0.100000,0.100000,0.100000,0.100000,0.100000,0
2021-06-24,0.100000,0.100000,0.100000,0.100000,0.100000,7000
2021-06-25,0.100000,0.140000,0.100000,0.140000,0.140000,126500
2021-06-28,0.150000,0.200000,0.130000,0.130000,0.130000,146467
2021-06-29,0.135000,0.135000,0.135000,0.135000,0.135000,21710
2021-06-30,0.135000,0.185000,0.095000,0.095000,0.095000,78346
2021-07-02,0.165000,0.165000,0.165000,0.165000,0.165000,2558
2021-07-05,0.120000,0.145000,0.120000,0.145000,0.145000,2500
2021-07-06,0.145000,0.145000,0.145000,0.145000,0.145000,0
2021-07-07,0.145000,0.145000,0.145000,0.145000,0.145000,0
2021-07-08,0.145000,0.145000,0.145000,0.145000,0.145000,0
2021-07-09,0.135000,0.140000,0.135000,0.140000,0.140000,5000
2021-07-12,0.110000,0.110000,0.110000,0.110000,0.110000,1425
2021-07-13,0.130000,0.130000,0.130000,0.130000,0.130000,1018
2021-07-14,0.130000,0.130000,0.130000,0.130000,0.130000,0
2021-07-15,0.130000,0.130000,0.110000,0.110000,0.110000,1105
2021-07-16,0.140000,0.140000,0.135000,0.135000,0.135000,12601
2021-07-19,0.105000,0.105000,0.080000,0.100000,0.100000,63605
2021-07-20,0.095000,0.095000,0.090000,0.095000,0.095000,8000
2021-07-21,0.095000,0.095000,0.095000,0.095000,0.095000,0
2021-07-22,0.095000,0.095000,0.095000,0.095000,0.095000,0
2021-07-23,0.135000,0.135000,0.135000,0.135000,0.135000,5600
2021-07-26,0.085000,0.085000,0.085000,0.085000,0.085000,6000
2021-07-27,0.080000,0.080000,0.065000,0.065000,0.065000,45900
2021-07-28,0.100000,0.100000,0.100000,0.100000,0.100000,2000
2021-07-29,0.095000,0.095000,0.095000,0.095000,0.095000,600
2021-07-30,0.095000,0.095000,0.095000,0.095000,0.095000,0
2021-08-03,0.080000,0.100000,0.080000,0.100000,0.100000,28905
2021-08-04,0.100000,0.100000,0.100000,0.100000,0.100000,0
2021-08-05,0.100000,0.100000,0.100000,0.100000,0.100000,0
2021-08-06,0.100000,0.100000,0.100000,0.100000,0.100000,0
2021-08-09,0.090000,0.130000,0.090000,0.130000,0.130000,91100
2021-08-10,0.120000,0.130000,0.115000,0.115000,0.115000,84200
2021-08-11,0.135000,0.135000,0.135000,0.135000,0.135000,5000
2021-08-12,0.135000,0.135000,0.135000,0.135000,0.135000,0
